,discoverymethod,pl_masse,pl_name,pl_orbper,pl_rade
1818,Transit,9.7,HD 73583 c,18.87974,2.39
1819,Radial Velocity,,Wolf 1069 b,15.564,
1820,Radial Velocity,,gam Lib c,966.49,
1821,Radial Velocity,,HD 147379 b,86.58,
1822,Radial Velocity,,nu Oph b,529.93,
1823,Radial Velocity,,HD 180314 b,394.73,
1824,Radial Velocity,,HD 208897 b,358.27,
1825,Radial Velocity,,HD 47366 c,677.53,
1826,Radial Velocity,4.36,HD 219134 c,6.76458,1.511
1827,Transit,699.226,HAT-P-49 b,2.69155,17.822
1828,Radial Velocity,,11 Com b,323.21,
1829,Transit,664.237,HAT-P-23 b,1.212884,15.334
1830,Transit,127.13136,TOI-530 b,6.387597,9.303
1831,Radial Velocity,,kap CrB b,1253.68,
1832,Transit,,Kepler-718 b,2.0523499,16.56
1833,Transit,29.32,LTT 9779 b,0.792052,4.72
1834,Transit,1303.0,Kepler-32 b,5.90124,2.2
1835,Transit,665.21819,WASP-33 b,1.21987,17.856
1836,Radial Velocity,,HD 113337 b,317.58639,
1837,Transit,,Kepler-127 c,29.393195,2.66
1838,Transit,1646.3594,KELT-24 b,5.5514926,14.258
1839,Radial Velocity,359.1479,HD 189733 b,2.21857567,12.666
1840,Transit,607.03,TrES-3 b,1.30618581,14.975
1841,Orbital Brightness Modulation,,KIC 5479689 b,1.701531,
1842,Transit,,Kepler-501 c,3.62276006,1.681
1843,Transit,,Kepler-1826 b,1.61536002,1.475
1844,Transit,,Kepler-1090 b,198.680179,2.25
1845,Transit,,Kepler-1963 b,1.96226001,0.744
1846,Radial Velocity,,BD-11 4672 b,1634.0,
1847,Transit,,K2-395 b,4.803352,2.597
1848,Astrometry,718.2922,GJ 896 A b,284.39,
1849,Transit,,HR 858 b,3.58599,2.085
1850,Transit,,TOI-206 b,0.7363104,1.3
1851,Transit,530.77344,TOI-3364 b,5.8768918,12.229
1852,Radial Velocity,657.0,Kepler-48 e,982.0,
1853,Radial Velocity,,HD 215497 b,3.93404,
1854,Radial Velocity,,HD 114783 b,493.7,
1855,Radial Velocity,1716.2734,HD 75302 b,4356.0,
1856,Radial Velocity,4.72,HD 136352 b,11.57797,1.664
1857,Transit,,Kepler-32 f,0.74296,0.82
1858,Transit,,Kepler-61 b,59.87756,2.15
1859,Transit,,Kepler-127 b,14.435889,1.4
1860,Radial Velocity,11.24,HD 136352 c,27.59221,2.916
1861,Radial Velocity,8.82,HD 136352 d,107.245,2.562
1862,Transit,,Kepler-1747 b,6.23031998,4.265
1863,Transit,,Kepler-1965 b,41.86869812,1.354
1864,Transit,,Kepler-1896 b,44.87020111,3.099
1865,Transit,,K2-400 b,3.865053,1.163
1866,Transit,,K2-28 b,2.260455,2.32
1867,Transit,3302.11,CoRoT-27 b,3.57532,11.287
1868,Microlensing,1754.41281,KMT-2021-BLG-0119L b,,
1869,Microlensing,34.96112,KMT-2021-BLG-0192L b,,
1870,Microlensing,22.24799,KMT-2021-BLG-2294L b,,
1871,Transit,85.81,CoRoT-25 b,4.86069,12.11
1872,Radial Velocity,,NGC 2682 Sand 1429 b,77.48,
1873,Transit,,Kepler-1099 b,2.16845259,2.83
1874,Transit,34.62,TOI-2498 b,3.738252,6.06
1875,Transit,4.6,L 168-9 b,1.4015,1.39
1876,Transit,,LHS 1678 b,0.8602325,0.685
1877,Transit,1531.93292,TOI-2497 b,10.655669,11.142
1878,Transit,7.5,K2-415 b,4.0179694,1.015
1879,Radial Velocity,,HD 47366 b,360.08,
1880,Radial Velocity,,gam Lib b,414.88,
1881,Transit,,Kepler-1695 b,4.7329,1.119
1882,Radial Velocity,,TOI-1062 c,7.972,
1883,Transit,,K2-133 b,3.07133,1.34
1884,Transit,,Kepler-1797 b,23.3593998,3.058
1885,Transit,299.07803,HATS-34 b,2.1061607,16.029
1886,Transit,38.1396,HATS-7 b,3.185315,6.311
1887,Transit,16.137,TOI-908 b,3.183792,3.186
1888,Transit,209.13214,WASP-165 b,3.465509,14.123
1889,Transit,352.78953,TOI-3819 b,3.2443141,13.137
1890,Transit,,K2-26 b,14.5665,2.67
1891,Transit,,Kepler-1664 b,14.3868,3.033
1892,Transit,,Kepler-1315 c,6.56606007,1.844
1893,Transit,,Kepler-1812 b,7.16521978,2.325
1894,Microlensing,467.20776,KMT-2021-BLG-1547L b,,
1895,Radial Velocity,,HIP 38594 b,60.722,
1896,Radial Velocity,184.34048,HD 44219 b,472.0,
1897,Transit,0.388,TRAPPIST-1 d,4.049219,0.788
1898,Transit,0.326,TRAPPIST-1 h,18.772866,0.755
1899,Transit,7.92,K2-138 d,5.40479,2.39
1900,Transit,8.0,K2-141 c,7.7485,7.0
1901,Transit,10.1,HIP 116454 b,9.0949,2.53
1902,Transit,2.68,TOI-244 b,7.397225,1.52
1903,Radial Velocity,,HD 140901 b,9.02378,
1904,Radial Velocity,572.09113,HD 140901 c,14386.0,
1905,Transit,2.89,TOI-544 b,1.548352,2.018
1906,Radial Velocity,,TOI-544 c,50.089,
1907,Transit,5.69,HD 110067 b,9.113678,2.2
1908,Transit,6.3,HD 110067 c,13.673694,2.388
1909,Transit,8.52,HD 110067 d,20.519617,2.852
1910,Transit,3.9,HD 110067 e,30.793091,1.94
1911,Transit,5.04,HD 110067 f,41.05854,2.601
1912,Transit,8.4,HD 110067 g,54.76992,2.607
1913,Radial Velocity,,HD 5608 b,768.7,
1914,Radial Velocity,7923.46219,HD 62364 c,74839.94555,
1915,Transit,162.09249,WASP-110 b,3.77840121,13.877
1916,Microlensing,82.63539,KMT-2022-BLG-0371L b,,
1917,Transit,177.9848,HATS-44 b,2.7439004,11.96
1918,Transit,5.77,K2-146 b,2.6446,2.05
1919,Transit,,Kepler-1941 b,31.33510017,2.65
1920,Transit,,Kepler-1712 b,13.81499958,2.284
1921,Radial Velocity,,HD 95735 c,2946.0,
1922,Transit,,Kepler-1001 b,14.30511983,3.15
1923,Transit,6.37,TOI-2136 b,7.851928,2.19
1924,Transit,,Kepler-490 b,3.26869515,11.65
1925,Transit,,TOI-1442 b,0.4090677,1.17
1926,Transit,,K2-165 d,14.101361,2.648
1927,Transit,,Kepler-1744 b,37.10110092,3.768
1928,Transit,,Kepler-125 b,4.164389,2.37
1929,Radial Velocity,,8 UMi b,93.4,
1930,Transit,1322.16617,Kepler-1704 b,988.88112,11.949
1931,Transit,9.1,Kepler-22 b,289.863876,2.1
1932,Transit,,Kepler-1468 c,3.54553021,1.15
1933,Transit,96.30201,TOI-622 b,6.402513,9.236
1934,Transit,,Kepler-1878 b,4.44587994,2.92
1935,Transit,,Kepler-1951 b,20.65780067,2.321
1936,Transit,,K2-212 b,9.795647,2.65
1937,Transit,1.63,K2-138 f,12.75758,2.904
1938,Transit,12.97,K2-138 e,8.26146,3.39
1939,Transit,1.308,TRAPPIST-1 c,2.421937,1.097
1940,Transit,,Kepler-1936 b,126.5569992,3.166
1941,Transit,,EPIC 205950854 c,8.050722,1.31
1942,Transit,,TOI-122 b,5.07803,2.72
1943,Transit,,Kepler-236 b,8.295611,1.57
1944,Transit,,TOI-5126 b,5.4588385,4.74
1945,Transit,47.8,Kepler-1656 b,31.562,
1946,Transit,,K2-323 b,24.93,2.1
1947,Transit,,Kepler-345 b,7.415563,0.74
1948,Transit,732.0,TOI-4562 b,225.11781,12.53
1949,Radial Velocity,,GJ 3473 c,15.509,
1950,Transit,1.42,TOI-500 b,0.548177,1.166
1951,Transit,1064.72516,TOI-1107 b,4.0782387,14.572
1952,Radial Velocity,,TOI-500 c,6.6356,
1953,Transit,,K2-370 b,2.14084,3.207
1954,Transit,5.681,HD 28109 d,84.25999,3.25
1955,Transit,3.85,Kepler-60 c,8.9187,1.9
1956,Transit,,Kepler-52 d,36.445171,1.95
1957,Transit,,Kepler-54 c,12.0717249,1.23
1958,Transit,4.7,Kepler-102 e,16.1456994,2.17
1959,Transit,3.51,Kepler-97 b,2.58664,1.48
1960,Transit,,Kepler-220 b,4.159807,0.81
1961,Transit,14.0,Kepler-62 d,18.16406,1.95
1962,Transit,9.5,KOI-142 b,10.91647,3.438
1963,Transit,4.3,Kepler-102 f,27.453592,0.861
1964,Transit,,Kepler-130 c,27.50868,2.9
1965,Transit,3.0,Kepler-102 d,10.311767,1.154
1966,Transit,15.2,Kepler-25 c,12.7207,5.217
1967,Transit,,Kepler-1714 b,10.27530003,3.264
1968,Transit,,Kepler-1925 b,46.71640015,3.002
1969,Transit,,Kepler-1842 b,14.02639961,2.354
1970,Transit,,Kepler-1817 b,44.29919815,2.273
1971,Transit,835.57088,HATS-76 b,1.9416423,12.094
1972,Microlensing,5720.91133,MOA-2019-BLG-008L b,,
1973,Transit,9.79,TOI-763 b,5.6057,2.28
1974,Transit,,Kepler-1777 b,12.18420029,2.132
1975,Radial Velocity,,HD 171238 b,1532.0,
1976,Transit,,Kepler-1530 d,9.20761013,3.279
1977,Transit,,Kepler-127 d,48.630408,2.64
1978,Transit,,Kepler-345 c,9.387427,1.2
1979,Transit,22.4,TOI-132 b,2.1097019,3.42
1980,Transit,,K2-356 b,21.0267366,2.29
1981,Transit,,Kepler-1717 b,30.65279961,2.989
1982,Transit,,HD 110082 b,10.18271,3.2
1983,Transit,228.83,CoRoT-4 b,9.20205,13.34
1984,Transit,222.47988,TOI-3714 b,2.154849,11.321
1985,Transit,82.63539,TOI-3629 b,3.936551,8.295
1986,Transit,4.1,TOI-2095 b,17.66484,1.25
1987,Transit,7.4,TOI-2095 c,28.17232,1.33
1988,Transit,,K2-45 b,1.7292684,6.71
1989,Transit,92.80589,NGTS-26 b,4.5199279,14.886
1990,Transit,33.0,TOI-1338 b,95.174,6.85
1991,Radial Velocity,,HD 109286 b,520.1,
1992,Transit,112.19399,HATS-49 b,4.1480467,8.575
1993,Transit,,Kepler-1700 b,234.239,2.901
1994,Transit,5.11,K2-3 b,10.0546535,2.078
1995,Transit,5.0,TOI-776 b,8.24662,1.798
1996,Transit,,Kepler-176 e,51.16579,1.45
1997,Transit,0.633,GJ 367 b,0.3219225,0.699
1998,Transit,,K2-174 b,19.562307,2.6
1999,Transit,,Kepler-1848 b,5.60402012,1.409
2000,Transit,,Kepler-1322 b,0.96286738,1.61
2001,Transit,6.0,Kepler-462 c,207.62,4.0
2002,Transit,,Kepler-1732 b,32.31240082,4.099
2003,Transit,,Kepler-1890 b,4.82059002,0.869
2004,Transit,,Kepler-1952 b,27.21080017,1.239
2005,Transit,,Kepler-324 c,51.805612,3.15
2006,Transit,,K2-395 c,8.491282,3.395
2007,Transit,,Kepler-1694 b,3.89526,1.18
2008,Transit,,Kepler-1844 b,3.92451,3.036
2009,Transit,2011.8639,TOI-628 b,3.4095675,11.882
2010,Transit,7.51,HD 15337 b,4.75615,1.64
2011,Transit,,Kepler-1673 b,33.7888,2.936
2012,Radial Velocity,,GJ 3929 c,15.04,
2013,Transit,,HD 15906 b,10.924709,2.24
2014,Transit,13.8,TOI-220 b,10.695264,3.03
2015,Transit,,TOI-712 b,9.531361,2.049
2016,Transit,16.9,TOI-1052 b,9.139703,2.87
2017,Transit,1036.12061,TOI-5153 b,20.33003,11.882
2018,Transit,349.61125,Kepler-418 b,86.67856,13.45
2019,Transit,,Kepler-158 b,16.709184,2.12
2020,Transit,15.6,TOI-2406 b,3.0766891,2.86
2021,Transit,,Kepler-1781 b,4.88752985,2.381
2022,Transit,,Kepler-1907 c,14.86390018,1.155
2023,Transit,,Kepler-1671 b,4.16787,1.326
2024,Transit,,Kepler-32 e,2.896,1.5
2025,Transit,,Kepler-32 d,22.7802,2.7
2026,Transit,,TOI-712 c,51.69906,2.701
2027,Transit,,K2-43 b,3.471149,4.51
2028,Radial Velocity,,GJ 687 b,38.142,
2029,Transit,,K2-308 b,3.38628,9.916
2030,Transit,,Kepler-1311 c,2.53573424,1.22
2031,Transit,,Kepler-1809 b,3.7572999,1.513
2032,Radial Velocity,209.76675,eps Eri b,2671.0,
2033,Transit,,Kepler-1968 b,7.2810998,1.5
2034,Transit,209.76,Kepler-15 b,4.942782,10.76
2035,Transit,400.449,OGLE-TR-113 b,1.4324752,12.251
2036,Transit,750.07504,NGTS-21 b,1.5433897,14.908
2037,Transit,,Kepler-1964 b,2.44082999,1.781
2038,Transit,8.11,HD 15337 c,17.1784,2.39
2039,Transit,,Kepler-1643 b,5.342657,2.32
2040,Radial Velocity,,KIC 3526061 b,3552.0,
2041,Radial Velocity,,HD 184010 b,286.6,
2042,Radial Velocity,,HD 184010 c,484.3,
2043,Radial Velocity,,HD 184010 d,836.4,
2044,Transit,,KOI-7368 b,6.8430344,2.22
2045,Transit,,KOI-7913 b,24.278553,2.34
2046,Transit,,Kepler-1748 b,5.82352018,2.713
2047,Transit,,Kepler-385 d,56.4159,2.619
2048,Transit,,Kepler-1737 b,64.61750031,5.395
2049,Transit,,Kepler-1958 b,9.32861996,2.051
2050,Transit,,Kepler-607 b,0.6381632,0.87
2051,Radial Velocity,,GJ 3512 b,203.69,
2052,Transit,,Kepler-1735 b,7.71792984,1.194
2053,Transit,,K2-392 b,15.398723,1.85
2054,Transit,,Kepler-1731 b,21.76129913,2.933
2055,Transit,,K2-346 b,26.201446,2.26
2056,Transit,,K2-165 b,2.354992,1.274
2057,Transit,,K2-409 b,1.908084,2.482
2058,Transit,187.5197,Kepler-8 b,3.5224991,15.872
2059,Transit,,Kepler-249 c,7.113702,1.51
2060,Transit,2.11,Kepler-1972 c,11.3295,0.868
2061,Microlensing,286.04557,KMT-2021-BLG-2478L b,,
2062,Transit,15.4,TOI-1231 b,24.245586,3.65
2063,Transit,1366.669,CoRoT-20 b,9.24285,
2064,Transit,212.31044,Qatar-6 b,3.506195,11.904
2065,Transit,,K2-324 b,3.262,2.43
2066,Transit,,Kepler-785 b,1.97376093,13.02
2067,Transit,9.95,TOI-1075 b,0.6047328,1.791
2068,Transit,,Kepler-1322 c,6.45998001,2.155
2069,Transit,,Kepler-1818 b,4.64490986,1.714
2070,Transit,,Kepler-1843 b,25.54339981,2.709
2071,Transit,,Kepler-491 b,4.22538451,8.92
2072,Transit,3209.9,Kepler-75 b,8.8849116,11.77
2073,Transit,,Kepler-1624 b,3.29030452,5.7
2074,Transit,1026.5909,Kepler-43 b,3.0240949,13.664
2075,Transit,,Kepler-1001 c,9.18186,1.578
2076,Transit,,Kepler-1769 b,89.1934967,4.465
2077,Transit,299.07803,Kepler-412 b,1.7208604,15.031
2078,Transit,,K2-316 c,5.26,1.83
2079,Transit,,K2-320 b,1.995,2.62
2080,Transit,,Kepler-1762 b,29.53910065,2.76
2081,Transit,,Kepler-1886 b,24.2758007,2.582
2082,Transit,403.63,Kepler-428 b,3.52563254,12.11
2083,Transit,200.22,Kepler-74 b,7.340711,10.76
2084,Transit,778.65,Kepler-17 b,1.4857108,14.68
2085,Transit,,Kepler-1085 c,56.7771,3.268
2086,Transit,120.0,Kepler-63 b,9.4341505,6.11
2087,Transit,,Kepler-685 b,1.6255222,10.58
2088,Radial Velocity,,GJ 3512 c,1599.6,
2089,Radial Velocity,,HD 27969 b,654.5,
2090,Transit,189.101,Kepler-423 b,2.6843285,13.361
2091,Transit,,K2-348 b,4.688418,3.26
2092,Transit,,K2-97 b,8.406726,10.61
2093,Transit,21.8,K2-100 b,1.6739035,3.88
2094,Transit,,Kepler-1697 b,33.4969,1.26
2095,Transit,,K2-318 b,7.01,1.66
2096,Transit,108.06,Kepler-426 b,3.21751883,12.22
2097,Transit,,K2-397 b,3.572326,2.417
2098,Transit,,Kepler-1819 b,16.48690033,3.904
2099,Transit,,Kepler-281 c,36.337373,5.31
2100,Transit,,K2-180 b,8.8656511,2.52
2101,Transit,,Kepler-1766 b,105.0149994,2.279
2102,Transit,,Kepler-529 c,12.8345022,2.0
2103,Transit,,K2-389 b,8.584043,2.184
2104,Transit,,Kepler-716 c,3.96999,1.393
2105,Transit,,Kepler-1948 b,15.57129955,1.033
2106,Transit,9.32,TOI-763 c,12.2737,2.63
2107,Microlensing,19.05,KMT-2021-BLG-1253L b,,
2108,Microlensing,88.99195,KMT-2019-BLG-2974L b,,
2109,Transit,,Kepler-1738 b,7.67463016,2.825
2110,Transit,,Kepler-1875 b,34.45859909,3.227
2111,Transit,,Kepler-1928 b,19.57783,1.992
2112,Transit,,Kepler-457 d,10.6906004,2.985
2113,Transit,,Kepler-1849 b,57.29290009,2.387
2114,Transit,,K2-404 b,13.115365,2.53
2115,Transit,,Kepler-526 b,5.45849832,1.99
2116,Transit,,Kepler-644 b,3.1739171,3.15
2117,Transit,,Kepler-723 b,4.08227507,12.19
2118,Radial Velocity,124.58874,WASP-148 c,34.524,
2119,Transit,,K2-325 b,6.93,2.2
2120,Transit,,K2-322 b,8.205,1.92
2121,Transit,,K2-316 b,1.133,1.33
2122,Transit,,K2-317 b,6.22,2.93
2123,Transit,,TOI-2081 b,10.50534,2.04
2124,Radial Velocity,,HD 178911 B b,71.484,
2125,Transit,,Kepler-381 c,13.391635,1.12
2126,Transit,30.9,K2-27 b,6.771315,4.48
2127,Imaging,2542.62726,WD 0806-661 b,,
2128,Imaging,1589.0,HD 95086 b,,
2129,Imaging,2860.47,HIP 65426 b,,16.814
2130,Imaging,4576.72906,mu2 Sco b,,
2131,Radial Velocity,,GJ 338 B b,24.422,
2132,Transit,,MASCARA-1 b,2.14877381,17.901
2133,Radial Velocity,,gam1 Leo b,428.5,
2134,Transit,11.56,HD 152843 b,11.6264,3.41
2135,Transit,632.47853,WASP-189 b,2.724033,18.147
2136,Transit,,K2-407 b,4.941907,1.283
2137,Transit,,Kepler-1742 b,49.47819901,2.178
2138,Imaging,5085.0,ROXs 12 b,,
2139,Radial Velocity,,30 Ari B b,335.10001,
2140,Imaging,635.66,51 Eri b,,
2141,Microlensing,349.61125,K2-2016-BLG-0005L b,4700.0,
2142,Transit,,K2-403 b,33.589979,5.333
2143,Transit,298.7587,TOI-2193 A b,2.1225735,19.84
2144,Radial Velocity,,HD 16417 b,17.24,
2145,Transit,8.56,TOI-1260 b,3.127463,2.41
2146,Transit,13.2,TOI-1260 c,7.493134,2.76
2147,Transit,11.84,TOI-1260 d,16.608164,3.12
2148,Microlensing,1452.47582,KMT-2019-BLG-0414L b,,
2149,Transit,6261.21962,GPX-1 b,1.744579,16.477
2150,Transit,181.1631,WASP-184 b,5.1817,14.908
2151,Imaging,,MWC 758 c,,
2152,Transit,921.707,NGTS-9 b,4.43527,11.994
2153,Transit,193.87533,TOI-2669 b,6.2034,19.728
2154,Transit,48.8,TOI-1696 b,2.500311,3.09
2155,Transit,340.39593,HATS-14 b,2.7667641,11.646
2156,Transit,1039.3041,HATS-16 b,2.686502,14.572
2157,Transit,117.27927,HATS-47 b,3.9228038,12.52
2158,Transit,117.5971,HATS-71 b,3.7955202,11.478
2159,Radial Velocity,,7 CMa b,735.1,
2160,Radial Velocity,,HD 216435 b,1311.0,
2161,Transit,344.52772,WASP-171 b,3.8186244,10.985
2162,Transit,457.67291,TOI-4137 b,3.8016122,13.574
2163,Transit,13.2,LP 890-9 b,2.7299025,1.32
2164,Transit,168.44906,TOI-4582 b,31.034,10.536
2165,Transit,6.64,TOI-1468 c,15.532482,2.064
2166,Transit,63.88351,TOI-2567 b,5.983944,10.929
2167,Transit,,Kepler-1950 b,10.77690029,1.527
2168,Transit,,Kepler-585 b,2.75235975,2.83
2169,Transit,8.92,K2-18 b,32.939623,2.37
2170,Radial Velocity,,K2-18 c,8.962,
2171,Transit,,Kepler-496 b,8.30864937,2.32
2172,Transit,3.21,TOI-1468 b,1.8805136,1.28
2173,Transit,502.16888,TOI-2236 b,3.5315902,14.37
2174,Transit,721.47048,TOI-3331 A b,2.0180231,12.98
2175,Transit,,TOI-262 b,11.14529,2.07
2176,Transit,,K2-43 c,2.198884,2.42
2177,Transit,375.03752,TOI-3540 A b,3.119999,23.539
2178,Transit,165.27077,NGTS-24 b,3.4678796,13.608
2179,Transit,940.74,CoRoT-6 b,8.886593,13.068
2180,Radial Velocity,,7 CMa c,996.0,
2181,Transit,,Kepler-858 b,76.13602028,4.87
2182,Transit,213.58176,HATS-28 b,3.1810781,13.384
2183,Transit,292.4036,HATS-32 b,2.8126548,14.0
2184,Transit,256.17098,HATS-59 b,5.416081,12.621
2185,Transit,,Kepler-1728 b,4.78299999,2.955
2186,Transit,,Kepler-1864 b,3.88151002,0.754
2187,Transit,,Kepler-394 c,12.130686,1.66
2188,Transit,,Kepler-1741 b,2.75759006,1.273
2189,Transit,,Kepler-1600 b,386.370548,3.13
2190,Imaging,7627.88177,HIP 21152 b,22000.0,
2191,Transit,617.22586,TIC 237913194 b,15.168865,12.52
2192,Radial Velocity,,HD 4760 b,434.0,
2193,Transit,794.5,Kepler-419 b,69.7546,10.8
2194,Transit Timing Variations,2320.1,Kepler-419 c,675.47,
2195,Transit,216.12332,CoRoT-36 b,5.616531,15.805
2196,Transit,4386.054,WD 1856+534 b,1.4079405,10.4
2197,Transit,1598.35906,TOI-3362 b,18.09547,12.801
2198,Transit,57.0,TOI-1749 b,2.38839,1.39
2199,Transit,,K2-224 c,10.09489,2.41
2200,Radial Velocity,2892.2385,HD 154391 b,5163.0,
2201,Transit,,K2-162 b,9.45889,1.44
2202,Radial Velocity,,GJ 849 b,1925.31,
2203,Radial Velocity,42.44,HD 95338 b,55.087,3.89
2204,Transit,,Kepler-725 b,39.64317811,10.63
2205,Transit,,Kepler-952 b,130.3546919,7.65
2206,Transit,,Kepler-603 d,6.2171292,1.32
2207,Transit,,Kepler-1515 b,214.3114164,9.55
2208,Transit,9.13,TOI-2134 b,9.2292005,2.69
2209,Transit,11.3,Kepler-30 b,29.33434,3.9
2210,Radial Velocity,,HD 150706 b,5894.0,
2211,Transit,15.2,HD 106315 c,21.05704,4.35
2212,Radial Velocity,1466.7781,HD 204313 b,2041.11539,
2213,Transit,6883.91,CoRoT-3 b,4.2568,11.32
2214,Transit,23.1,Kepler-30 d,143.34394,8.8
2215,Microlensing,1207.74795,OGLE-2017-BLG-1237L b,,
2216,Transit,148.42,CoRoT-5 b,4.0378962,15.558
2217,Transit,731.00534,TOI-2046 b,1.4971842,16.141
2218,Radial Velocity,,HATS-59 c,1422.0,
2219,Transit,,Kepler-210 c,7.972513,3.62
2220,Radial Velocity,1086.97315,HD 112570 b,2615.0,
2221,Radial Velocity,,GJ 849 c,5990.0,
2222,Radial Velocity,,GJ 328 c,241.8,
2223,Transit Timing Variations,,Kepler-1976 b,4.95931924,12.21
2224,Radial Velocity,,Proxima Cen b,11.1868,
2225,Transit,135.39558,K2-60 b,3.00265,7.656
2226,Transit,194.82881,NGTS-23 b,4.0764326,14.202
2227,Radial Velocity,1144.18227,GJ 463 b,3448.0,
2228,Transit,308.92921,TOI-1811 b,3.7130765,11.142
2229,Transit,899.45439,TOI-2152 A b,3.3773512,14.359
2230,Transit,,HD 15906 c,21.583298,2.93
2231,Radial Velocity,,HD 74698 c,3449.0,
2232,Microlensing,82.63539,OGLE-2018-BLG-0799L b,,
2233,Transit,349.61125,CoRoT-35 b,3.22748,18.831
2234,Transit,,TOI-2445 b,0.3711281,1.25
2235,Radial Velocity,,TOI-969 c,1700.0,
2236,Radial Velocity,1366.66215,HD 160691 b,645.0,
2237,Radial Velocity,1398.44499,HD 160691 c,3947.0,
2238,Microlensing,232.01474,KMT-2021-BLG-1898L b,,
2239,Radial Velocity,,HD 160691 d,9.6392,
2240,Radial Velocity,,GJ 9066 c,771.36,
2241,Transit,508.52545,TOI-2337 b,2.99432,10.088
2242,Transit,292.40213,TOI-2154 b,3.8240801,16.287
2243,Radial Velocity,2224.79885,HD 160691 e,307.9,
2244,Radial Velocity,,YZ Cet b,2.02087,
2245,Radial Velocity,,HD 20794 b,18.315,
2246,Radial Velocity,,HD 20794 c,40.114,
2247,Radial Velocity,,HD 11755 b,433.70001,
2248,Radial Velocity,,HD 33844 c,916.0,
2249,Radial Velocity,,HD 143105 b,2.1974,
2250,Radial Velocity,,HIP 109600 b,232.08,
2251,Radial Velocity,,HD 220842 b,218.47,
2252,Radial Velocity,,HD 12484 b,58.83,
2253,Transit,,Kepler-55 b,27.9481449,2.43
2254,Imaging,4417.837,2MASS J02192210-3925225 b,,16.141
2255,Radial Velocity,,alf Tau b,628.96,
2256,Transit,291.438,CoRoT-12 b,2.828042,16.14
2257,Transit,,Kepler-1096 b,2.89221751,1.24
2258,Transit,,Kepler-829 b,6.88337562,2.11
2259,Transit,,Kepler-55 c,42.1516418,2.21
2260,Transit,,Kepler-55 e,4.617534,1.55
2261,Transit,,Kepler-888 b,70.6979061,1.76
2262,Transit,,Kepler-1019 b,1.41122985,1.46
2263,Transit,,Kepler-1856 b,1.30200005,1.734
2264,Transit,,Kepler-589 b,16.54964934,2.27
2265,Transit,,Kepler-1967 b,7.28169012,0.73
2266,Transit,,Kepler-385 c,15.163161,3.04
2267,Transit,,Kepler-1807 b,10.86060047,2.704
2268,Transit,,Kepler-352 b,10.05537,0.86
2269,Transit,,Kepler-1049 b,3.27346074,0.95
2270,Transit,,Kepler-1040 b,201.1214,2.08
2271,Transit,,Kepler-884 b,5.69919514,1.23
2272,Transit,,Kepler-879 b,33.3855938,2.57
2273,Transit,,Kepler-924 b,61.0370117,3.07
2274,Transit,,Kepler-1041 b,24.7576421,2.94
2275,Transit,,Kepler-1028 b,2.51462432,1.33
2276,Transit,,Kepler-966 b,99.747622,4.13
2277,Transit,,Kepler-1062 b,9.30412078,1.76
2278,Transit,,Kepler-941 b,17.42395198,3.08
2279,Transit,,Kepler-899 b,19.17891293,2.68
2280,Transit,8.25,Kepler-131 c,25.5169,0.84
2281,Transit,875.61726,TOI-2180 b,260.79,11.321
2282,Transit,182.43351,HAT-P-60 b,4.7947813,18.282
2283,Transit,,Kepler-430 b,35.968,3.25
2284,Radial Velocity,5085.25451,HD 73256 c,2690.0,
2285,Transit,,Kepler-442 b,112.3053,1.34
2286,Radial Velocity,314.65012,GJ 832 b,3853.0,
2287,Radial Velocity,,HD 103720 b,4.5557,
2288,Radial Velocity,,HD 113538 b,663.2,
2289,Transit,,Kepler-445 b,2.984151,1.58
2290,Transit,,Kepler-446 c,3.036179,1.11
2291,Radial Velocity,,HD 67087 b,352.2,
2292,Transit,,Kepler-1497 b,8.74199772,1.66
2293,Transit,,Kepler-1501 b,14.5564533,1.56
2294,Transit,,Kepler-1308 b,2.10433812,0.52
2295,Transit,,Kepler-1310 b,0.67933627,1.44
2296,Radial Velocity,,HIP 79431 b,111.7,
2297,Radial Velocity,,HD 4203 c,6700.0,
2298,Transit,,Kepler-1544 b,168.811174,1.78
2299,Transit,,Kepler-1316 b,87.9732136,3.54
2300,Transit,,Kepler-1318 b,213.257663,3.11
2301,Transit,,Kepler-1547 b,0.69297968,0.9
2302,Transit,,Kepler-1323 b,0.92990668,1.52
2303,Transit,,Kepler-1202 b,28.6851324,2.94
2304,Transit,,Kepler-1338 b,0.93511806,0.92
2305,Transit,,Kepler-1583 b,9.32807355,0.6
2306,Transit,,Kepler-1586 b,15.6049212,1.52
2307,Transit,,Kepler-1589 b,0.99166527,1.09
2308,Transit,,Kepler-1354 b,76.613377,2.97
2309,Transit,,Kepler-1357 b,3.0091324,1.28
2310,Transit,,Kepler-1232 b,26.7839183,1.93
2311,Transit,,Kepler-1363 b,2.94194094,1.25
2312,Transit,,Kepler-1368 b,0.67564949,1.65
2313,Transit,,Kepler-544 b,21.41616926,2.12
2314,Transit,,Kepler-630 b,161.4743937,3.18
2315,Transit,,Kepler-735 b,11.51516988,2.95
2316,Transit,,Kepler-1032 b,3.29011795,1.87
2317,Transit,,Kepler-974 b,4.19449651,1.57
2318,Transit,,Kepler-1070 b,6.2216147,1.73
