,disc_year,discoverymethod,pl_name,pl_orbper,pl_rade
1959,2018,Transit,K2-281 b,8.687721,8.18
1960,2015,Transit,K2-17 b,17.96753,2.23
1961,2022,Transit,K2-409 b,1.908084,2.482
1962,2002,Radial Velocity,HD 50554 b,1293.0,
1963,2012,Transit,WASP-55 b,4.46563,14.908
1964,2018,Transit,K2-230 b,2.86041,1.96
1965,2018,Transit,EPIC 248847494 b,3650.0,12.442
1966,2018,Transit,K2-188 b,1.742169,1.35
1967,2016,Transit,K2-32 d,31.71701,3.484
1968,2015,Transit,K2-6 b,30.94191,2.5
1969,2018,Transit,K2-233 b,2.4675,1.343
1970,2021,Transit,K2-357 b,16.3488637,3.72
1971,2017,Transit,K2-118 b,50.92092,2.54
1972,2018,Transit,K2-244 b,21.06884,1.75
1973,2016,Transit,K2-35 c,5.608352,1.93
1974,2016,Transit,K2-58 b,7.05254,2.68
1975,2016,Transit,K2-84 c,27.86,2.03
1976,2016,Transit,WASP-118 b,4.0460435,16.141
1977,2016,Transit,K2-42 b,6.68796,2.15
1978,2016,Transit,K2-32 b,8.992,5.299
1979,2022,Transit,K2-401 b,6.293099,2.262
1980,2016,Transit,K2-63 c,25.4556,3.9
1981,2016,Transit,K2-58 d,22.8827,1.71
1982,2016,Transit,HATS-11 b,3.619188,18.03
1983,2023,Transit,TOI-5803 b,5.38305,3.273
1984,2024,Transit,TOI-1836 b,20.380845,8.281
1985,2023,Transit,TOI-1859 b,63.48347,9.752
1986,2023,Radial Velocity,GJ 806 c,6.64064,
1987,2017,Transit,MASCARA-1 b,2.14877381,17.901
1988,2011,Transit,CoRoT-20 b,9.24285,
1989,2018,Transit,KELT-21 b,3.6127647,17.777
1990,2019,Transit,XO-7 b,2.8641424,15.39
1991,2013,Imaging,ROXs 12 b,,
1992,2016,Transit,K2-86 b,8.77683,1.96
1993,2022,Transit,K2-368 b,5.025598,1.332
1994,2018,Transit,K2-141 b,0.2803244,1.51
1995,2021,Imaging,2M0437 b,,
1996,2021,Radial Velocity,GJ 393 b,7.02679,
1997,2020,Transit,K2-324 b,3.262,2.43
1998,2022,Transit,K2-377 b,12.832235,1.693
1999,2018,Transit,K2-288 B b,31.393463,1.9
2000,2016,Transit,K2-71 b,6.98541,2.15
2001,2022,Transit,K2-393 b,10.413181,2.352
2002,2019,Imaging,HIP 79098 AB b,,
2003,2021,Radial Velocity,HD 4760 b,434.0,
2004,2017,Transit,K2-136 b,7.9752,1.014
2005,2023,Transit,TOI-2589 b,61.6277,12.106
2006,2024,Microlensing,KMT-2023-BLG-1431L b,,
2007,2023,Transit,TOI-836 c,8.59545,2.587
2008,2023,Transit,TOI-836 b,3.81673,1.704
2009,2010,Imaging,HR 8799 e,,13.115
2010,2008,Imaging,HR 8799 c,69000.0,13.0
2011,2008,Imaging,HR 8799 d,37000.0,13.0
2012,2018,Transit,HD 219666 b,6.04345,4.24
2013,2016,Transit,Kepler-1373 b,1.29123275,1.16
2014,2016,Transit,Kepler-1084 b,2.05333679,1.11
2015,2021,Radial Velocity,TOI-431 c,4.8494,
2016,2020,Transit,TOI-421 b,5.197576,2.64
2017,2011,Radial Velocity,HD 20794 b,18.315,
2018,2021,Radial Velocity,TOI-1062 c,7.972,
2019,2024,Transit,TOI-757 b,17.46819,2.5
2020,2024,Transit,TOI-1294 b,3.915292,10.124
2021,2016,Transit,Kepler-1191 b,5.60014851,1.51
2022,2012,Transit,KELT-1 b,1.217514,12.442
2023,2014,Transit,Kepler-141 c,7.010606,1.41
2024,2016,Transit,Kepler-1161 b,10.71252541,2.13
2025,2021,Transit,Kepler-1839 b,5.05675983,1.949
2026,2014,Transit,Kepler-392 b,5.341853,1.0
2027,2021,Transit,Kepler-1752 b,56.35850143,4.541
2028,2019,Transit,V1298 Tau b,24.1396,10.27
2029,2016,Transit,Kepler-1475 b,82.177374,2.92
2030,2016,Transit,Kepler-1356 b,0.63400294,1.53
2031,2014,Transit,Kepler-85 d,17.91323,1.2
2032,2021,Transit,Kepler-1960 b,2.29794002,1.307
2033,2024,Transit,TOI-1451 b,16.537944,2.611
2034,2016,Transit,Kepler-1037 b,1.06378867,1.28
2035,2016,Transit,Kepler-689 b,22.36656079,2.89
2036,2018,Transit,Kepler-411 d,58.02035,3.319
2037,2021,Transit,Kepler-1897 b,24.22030067,2.814
2038,2016,Transit,Kepler-1395 b,3.78470649,0.8
2039,2021,Transit,Kepler-1959 b,6.38669014,1.143
2040,2014,Transit,Kepler-161 c,7.06424,2.05
2041,2016,Transit,Kepler-1549 b,214.886545,2.57
2042,2010,Transit,Kepler-11 e,31.9996,4.19
2043,2016,Transit,Kepler-508 b,25.30889748,1.64
2044,2016,Transit,Kepler-491 b,4.22538451,8.92
2045,2011,Transit,Kepler-24 b,8.14,2.348
2046,2016,Transit,Kepler-1380 b,10.3108245,1.43
2047,2016,Transit,Kepler-509 b,41.74600392,2.49
2048,2016,Transit,Kepler-501 b,5.64067757,4.3
2049,2016,Transit,WASP-87 b,1.682795,15.524
2050,2023,Transit,HIP 8152 c,19.60562,2.524
2051,2016,Transit,Kepler-570 b,4.301662,2.45
2052,2018,Transit,K2-261 b,11.6334681,9.27
2053,2016,Transit,Kepler-1575 b,2.55314213,1.31
2054,2016,Transit,Kepler-1390 b,6.48021673,1.18
2055,2009,Transit,Kepler-5 b,3.5484657,15.984
2056,2016,Transit,Kepler-983 b,60.0855082,2.36
2057,2014,Transit,Kepler-383 c,31.200751,1.24
2058,2014,Transit,Kepler-254 b,5.826662,3.87
2059,2016,Transit,Kepler-944 b,43.3167737,2.63
2060,2021,Transit,Kepler-1948 b,15.57129955,1.033
2061,2010,Transit,WASP-23 b,2.9444256,10.783
2062,2016,Transit,Kepler-700 b,80.8720639,5.99
2063,2019,Transit,K2-198 d,7.4500177,2.438
2064,2016,Transit,K2-75 b,7.8142,2.67
2065,2022,Transit,K2-382 b,21.700156,2.072
2066,2018,Transit,K2-210 b,0.57023,0.86
2067,2021,Radial Velocity,HD 137496 c,479.9,
2068,2018,Transit,K2-263 b,50.818947,2.41
2069,2016,Transit,Kepler-464 b,7.25696522,3.3
2070,2016,Transit,KELT-4 A b,2.9895932,19.044
2071,2022,Radial Velocity,HD 191939 g,284.0,
2072,2022,Radial Velocity,HD 110537 b,24469.67342,
2073,2015,Transit,K2-13 b,39.91488,1.89
2074,2022,Transit,K2-370 b,2.14084,3.207
2075,2022,Transit,K2-408 b,20.978959,1.677
2076,2010,Transit,HAT-P-17 b,10.33852,11.769
2077,2010,Transit,WASP-26 b,2.7566,13.563
2078,2017,Transit,KELT-18 b,2.8717518,17.598
2079,2020,Transit,WASP-148 b,8.803809,8.474
2080,2020,Transit,HD 191939 d,38.353037,2.995
2081,2022,Radial Velocity,HD 191939 f,2200.0,
2082,2022,Transit,K2-380 b,9.401312,2.729
2083,2019,Transit,EPIC 212737443 c,65.55,2.69
2084,2018,Transit,K2-170 c,12.400047,1.802
2085,2008,Transit,CoRoT-1 b,1.5089557,16.7
2086,2014,Transit,Kepler-261 b,10.381227,2.18
2087,2016,Transit,Kepler-1430 b,2.46050993,1.18
2088,2014,Transit Timing Variations,Kepler-122 f,56.268,1.75
2089,2016,Transit,Kepler-759 b,41.805985,2.27
2090,2016,Transit,Kepler-1105 b,4.42157218,2.01
2091,2016,Transit,Kepler-958 b,9.7678805,2.06
2092,2014,Transit,Kepler-361 b,8.486616,1.45
2093,2016,Transit,Kepler-1642 b,12.2057513,3.2
2094,2016,Transit,K2-97 b,8.407115,13.451
2095,2014,Transit,Kepler-347 c,27.320871,1.75
2096,2016,Transit,Kepler-1088 b,23.12748644,1.42
2097,2016,Transit,Kepler-985 b,116.331901,2.98
2098,2016,Transit,Kepler-1531 b,1.13854338,1.11
2099,2014,Transit,Kepler-341 b,5.195528,1.18
2100,2014,Transit,Kepler-295 d,33.884054,1.36
2101,2014,Transit,Kepler-142 d,41.809118,2.16
2102,2021,Transit,Kepler-495 c,5.89660978,1.219
2103,2016,Transit,Kepler-1322 b,0.96286738,1.61
2104,2014,Transit,Kepler-195 c,34.096863,1.55
2105,2014,Transit Timing Variations,Kepler-416 b,6.319,2.48
2106,2021,Transit,Kepler-1921 b,20.03479958,2.895
2107,2020,Transit,Kepler-716 c,3.96999,1.393
2108,2014,Transit,Kepler-235 e,46.183669,2.22
2109,2016,Transit,Kepler-989 b,7.96431535,2.21
2110,2014,Transit,Kepler-263 b,16.568087,2.67
2111,2016,Transit,Kepler-946 b,11.79162572,1.93
2112,2016,Transit,Kepler-1564 b,18.0540381,1.47
2113,2015,Transit,KOI-12 b,17.855182,13.787
2114,2015,Radial Velocity,HIP 67851 b,88.87622,
2115,2015,Radial Velocity,HIP 67851 c,3923.6609,
2116,2012,Radial Velocity,HD 5608 b,768.7,
2117,2013,Radial Velocity,HD 120084 b,2142.0,
2118,2016,Transit,Kepler-901 b,3.51749439,1.37
2119,2021,Transit,Kepler-1712 b,13.81499958,2.284
2120,2016,Transit,Kepler-1580 b,56.6449279,2.11
2121,2013,Transit,Kepler-277 c,33.006,3.36
2122,2016,Transit,Kepler-1110 b,9.69312032,2.66
2123,2016,Transit,Kepler-1098 b,2.54307286,1.3
2124,2014,Transit,Kepler-112 c,28.574263,2.4
2125,2014,Transit,Kepler-351 b,37.054919,3.06
2126,2014,Transit,Kepler-321 c,13.093921,2.32
2127,2016,Transit,Kepler-502 b,4.28686431,4.77
2128,2021,Transit,Kepler-1736 b,37.81029892,3.877
2129,2010,Transit,KOI-217 b,3.90512,12.442
2130,2024,Transit,TOI-1386 b,25.8401,6.216
2131,2016,Transit,Kepler-1628 b,76.378033,6.43
2132,2014,Transit,Kepler-84 e,27.434389,2.6
2133,2016,Transit,Kepler-1206 b,1.21699766,1.64
2134,2016,Transit,Kepler-584 b,35.1810304,4.21
2135,2016,Transit,Kepler-825 c,8.1818246,1.84
2136,2012,Transit,Kepler-65 b,2.15491,1.42
2137,2023,Transit,Kepler-1894 c,5.05368985,1.21
2138,2014,Transit,Kepler-107 b,3.1800218,1.536
2139,2014,Transit,Kepler-223 b,7.38449,2.99
2140,2016,Transit,Kepler-1283 b,12.9460978,1.91
2141,2016,Transit,Kepler-891 b,53.44945593,6.41
2142,2016,Transit,Kepler-673 b,3.72873109,6.54
2143,2020,Transit,Kepler-1671 b,4.16787,1.326
2144,2016,Transit,Kepler-844 b,2.61302086,1.68
2145,2021,Transit,Kepler-1822 b,22.13339996,2.648
2146,2016,Transit,Kepler-943 b,49.7701438,5.93
2147,2016,Transit,Kepler-495 b,3.41303622,5.23
2148,2011,Transit,Kepler-26 c,17.2559,2.72
2149,2016,Transit,Kepler-897 b,8.0472642,2.39
2150,2016,Transit,Kepler-1631 b,4.09513932,1.35
2151,2016,Transit,Kepler-1495 b,85.273256,2.94
2152,2016,Transit,Kepler-581 b,40.6069821,2.63
2153,2016,Transit,Kepler-921 b,51.300634,2.87
2154,2012,Transit,Kepler-52 c,16.3850021,1.84
2155,2014,Transit,Kepler-308 b,9.694928,2.12
2156,2016,Transit,Kepler-636 b,16.08066115,4.45
2157,2014,Transit,Kepler-428 b,3.52563254,12.11
2158,2016,Transit,Kepler-1416 b,1.49514952,0.88
2159,2014,Transit,Kepler-176 d,25.751974,2.51
2160,2020,Transit,HIP 65 A b,0.9809734,22.754
2161,2011,Transit,WASP-48 b,2.14363,16.814
2162,2008,Transit,XO-5 b,4.1877558,12.78
2163,2010,Transit,HAT-P-16 b,2.77596,14.448
2164,2012,Transit,WASP-42 b,4.9816819,12.576
2165,2021,Transit,Kepler-1842 b,14.02639961,2.354
2166,2014,Transit,Kepler-233 b,8.472382,2.43
2167,2016,Transit,Kepler-1639 b,9.878482,2.58
2168,2021,Transit,Kepler-1530 d,9.20761013,3.279
2169,2016,Transit,Kepler-861 b,3.94963138,2.28
2170,2014,Transit,Kepler-252 b,6.668391,1.23
2171,2016,Transit,Kepler-975 b,1.97034246,1.48
2172,2022,Transit,KOI-7368 b,6.8430344,2.22
2173,2016,Transit,Kepler-663 b,4.99678284,2.6
2174,2014,Transit,Kepler-244 d,20.050401,2.31
2175,2020,Transit,Kepler-1649 c,19.53527,1.06
2176,2016,Transit,Kepler-1225 b,7.01075434,1.82
2177,2016,Transit,Kepler-1347 b,14.00947528,1.03
2178,2014,Transit,Kepler-282 c,13.638723,1.2
2179,2014,Transit,Kepler-288 c,19.305772,2.85
2180,2014,Transit,Kepler-129 b,15.79,2.4
2181,2021,Transit,Kepler-1737 b,64.61750031,5.395
2182,2014,Transit,Kepler-179 b,2.735926,1.64
2183,2014,Transit,Kepler-345 b,7.415563,0.74
2184,2016,Transit,Kepler-574 b,7.65880414,2.39
2185,2021,Transit,Kepler-1944 b,9.84257984,2.76
2186,2016,Transit,Kepler-1188 b,17.1369543,2.08
2187,2019,Radial Velocity,GJ 357 c,9.1247,
2188,2010,Transit,WASP-8 b,8.15872,12.666
2189,2016,Transit,Kepler-1285 b,14.7967458,0.97
2190,2014,Transit,Kepler-342 c,26.234138,1.96
2191,2014,Transit,Kepler-23 d,15.27,2.206
2192,2012,Transit,HAT-P-41 b,2.69405,22.978
2193,2014,Transit,WASP-103 b,0.925542,17.127
2194,2014,Transit,WASP-97 b,2.07276,12.778
2195,2009,Radial Velocity,HD 86226 b,1628.0,
2196,2016,Transit,Kepler-1437 b,10.9295461,1.37
2197,2016,Transit,Kepler-819 b,33.1995648,2.76
2198,2016,Transit,Kepler-1612 b,3.91795101,1.03
2199,2016,Transit,Kepler-722 c,105.144749,2.82
2200,2021,Transit,Kepler-1802 b,15.45020008,1.671
2201,2016,Transit,Kepler-1039 b,0.93488424,1.46
2202,2016,Transit,Kepler-1106 b,1.25275217,1.65
2203,2012,Transit,KELT-2 A b,4.11379,15.132
2204,2009,Radial Velocity,HAT-P-13 c,446.27,
2205,2014,Transit,WASP-94 A b,3.95019,17.71
2206,2016,Transit,Kepler-1122 b,42.1917357,2.04
2207,2016,Transit,Kepler-1044 b,6.77408868,2.67
2208,2014,Transit,Kepler-366 c,12.51616,1.79
2209,2016,Transit,Kepler-591 b,81.1694299,3.39
2210,2016,Transit,Kepler-693 b,15.37563332,10.18
2211,2019,Radial Velocity,7 CMa c,996.0,
2212,2014,Transit,Kepler-333 c,24.08821,1.11
2213,2016,Transit,Kepler-670 b,2.81650485,13.18
2214,2022,Transit,KOI-7913 b,24.278553,2.34
2215,2016,Transit,Kepler-677 b,6.57531678,5.38
2216,2016,Transit,Kepler-1317 b,0.56887443,1.56
2217,2016,Transit,Kepler-80 f,0.9867873,1.21
2218,2014,Transit,Kepler-164 c,10.945723,2.73
2219,2016,Transit,Kepler-599 b,15.65562652,2.84
2220,2014,Transit,Kepler-371 b,34.763278,1.89
2221,2012,Transit,WASP-80 b,3.06785234,11.198
2222,2021,Transit,TOI-431 d,12.46103,3.29
2223,2024,Transit,TOI-4633 c,271.9445,3.2
2224,2016,Transit,WASP-131 b,5.322023,13.675
2225,2016,Transit,Kepler-1041 b,24.7576421,2.94
2226,2016,Transit,Kepler-1140 b,24.0862707,2.77
2227,2021,Transit,Kepler-1884 b,8.98832035,1.814
2228,2017,Transit,Kepler-1653 b,140.2524,2.17
2229,2014,Transit,Kepler-320 c,17.934937,1.37
2230,2021,Transit,Kepler-1716 b,35.58100128,2.425
2231,2016,Transit,Kepler-1050 b,15.3787546,1.6
2232,2016,Transit,Kepler-1267 b,13.0313945,3.01
2233,2016,Transit,Kepler-1255 b,36.2919336,2.32
2234,2015,Radial Velocity,HD 219134 h,2247.0,
2235,2016,Transit,WASP-93 b,2.7325321,17.901
2236,2016,Transit,Kepler-869 b,40.4287755,3.61
2237,2016,Transit,Kepler-955 b,14.53244172,3.13
2238,2016,Transit,Kepler-698 b,16.32976218,3.68
2239,2024,Transit,TOI-6034 b,2.576184,11.92
2240,2019,Transit,GJ 357 b,3.9306,1.2
2241,2006,Imaging,Oph 11 b,7300000.0,
2242,2011,Transit,WASP-44 b,2.423804,12.33
2243,2022,Radial Velocity,HD 29399 b,892.7,
2244,2017,Radial Velocity,HD 20794 e,147.02,
2245,2010,Transit,WASP-34 b,4.31768,11.209
2246,2011,Transit,HAT-P-29 b,5.72319,13.115
2247,2011,Transit,WASP-45 b,3.126089,10.604
2248,2011,Transit,HAT-P-36 b,1.32734683,14.314
2249,2012,Transit,WASP-60 b,4.305,9.864
2250,2010,Transit,HAT-P-22 b,3.21222,12.89
2251,2022,Transit,TOI-1268 b,8.1577094,9.1
2252,2015,Radial Velocity,HD 33844 c,916.0,
2253,2015,Transit,WASP-20 b,4.8996284,16.388
2254,2024,Radial Velocity,TOI-1294 c,159.9,
2255,2019,Radial Velocity,eps Ind A b,,
2256,2018,Transit,LHS 1140 c,3.77794,1.272
2257,2023,Radial Velocity,HD 99492 c,95.233,
2258,2004,Radial Velocity,HD 99492 b,17.0503,
2259,2020,Radial Velocity,HD 190007 b,11.724128,
2260,2013,Radial Velocity,HD 2952 b,312.08,
2261,2012,Radial Velocity,HD 4732 b,371.74,
2262,2012,Radial Velocity,HD 4732 c,3184.2,
2263,2012,Radial Velocity,75 Cet b,696.62,
2264,2023,Radial Velocity,75 Cet c,2051.62,
2265,2008,Radial Velocity,81 Cet b,1005.57,
2266,2009,Radial Velocity,HD 32518 b,157.35,
2267,2008,Radial Velocity,6 Lyn b,919.86,
2268,2012,Radial Velocity,omi UMa b,1569.81,
2269,2006,Radial Velocity,4 UMa b,270.27,
2270,2007,Radial Velocity,HD 81688 b,183.93,
2271,2003,Radial Velocity,HD 104985 b,199.68,
2272,2018,Radial Velocity,24 Boo b,30.33,
2273,2012,Radial Velocity,omi CrB b,187.01,
2274,2013,Radial Velocity,ome Ser b,278.59,
2275,2010,Radial Velocity,HD 145457 b,176.13,
2276,2012,Radial Velocity,nu Oph c,3180.6,
2277,2007,Radial Velocity,HD 167042 b,417.67,
2278,2008,Radial Velocity,HD 173416 b,322.03,
2279,2007,Radial Velocity,xi Aql b,136.97,
2280,2008,Radial Velocity,18 Del b,982.85,
2281,2007,Radial Velocity,HD 210702 b,355.5,
2282,2008,Radial Velocity,14 And b,186.76,
2283,2023,Transit,TOI-1470 b,2.527093,2.18
2284,2023,Radial Velocity,HD 112300 b,466.63,
2285,2009,Transit,HAT-P-12 b,3.2130598,10.749
2286,2017,Radial Velocity,HD 27894 c,36.07,
2287,2014,Transit,Kepler-298 d,77.473633,2.5
2288,2021,Transit,Kepler-1876 b,6.99205,0.853
2289,2016,Transit,Kepler-1262 b,8.67900242,1.82
2290,2024,Radial Velocity,TOI-1386 c,232.0,
2291,2024,Transit,TOI-782 b,8.0240015,2.734
2292,2024,Transit,TOI-1448 b,8.112245,2.749
2293,2024,Transit,TOI-2120 b,5.7998164,2.122
2294,2024,Microlensing,MOA-2022-BLG-563L b,,
2295,2024,Microlensing,KMT-2023-BLG-0469L b,,
2296,2024,Microlensing,KMT-2023-BLG-0735L b,,
2297,2022,Transit,HD 20329 b,0.926118,1.72
2298,2022,Radial Velocity,HD 105618 c,77114.07158,
2299,2022,Radial Velocity,HD 11343 c,228.53731,
2300,2016,Radial Velocity,HIP 8541 b,1852.14387,
2301,2009,Radial Velocity,HD 125612 c,4.15466,
2302,2008,Radial Velocity,HD 143361 b,1039.15,
2303,2023,Radial Velocity,LHS 3154 b,3.71778,
2304,2023,Transit,TOI-733 b,4.884765,1.992
2305,2021,Transit,TOI-2109 b,0.67247414,15.098
2306,1997,Radial Velocity,rho CrB b,39.8438,
2307,2016,Radial Velocity,rho CrB c,102.19,
2308,2023,Radial Velocity,rho CrB d,282.2,
2309,2023,Radial Velocity,rho CrB e,12.949,
2310,2024,Transit,TOI-4527.01,0.3994445,0.909
2311,2020,Transit,GJ 3473 b,1.1980035,1.264
2312,2021,Transit,TOI-2202 b,11.9101,11.321
2313,2022,Transit,TOI-833 b,1.0418777,1.27
2314,2021,Transit,HATS-77 b,3.0876262,13.058
2315,2022,Transit,TOI-1227 b,27.36397,9.572
2316,2022,Radial Velocity,TOI-500 d,26.233,
2317,2022,Radial Velocity,TOI-500 e,61.3,
2318,2022,Transit,HD 28109 b,22.89104,2.199
2319,2022,Transit,HD 28109 c,56.00819,4.23
2320,2024,Transit,TOI-871 b,14.362565,1.664
2321,2024,Transit,TOI-4559 b,3.965991,1.415
2322,2020,Transit,TOI-1899 b,29.090312,11.097
2323,2015,Radial Velocity,HD 33844 b,551.40002,
2324,2022,Transit,TOI-1710 b,24.283377,5.203
2325,2023,Transit,TOI-3785 b,4.6747373,5.14
2326,2023,Transit,TOI-2641 b,4.880974,18.103
2327,2023,Transit,TOI-904 b,10.8772,2.426
2328,2023,Transit,TOI-5126 c,17.8999,3.86
2329,2011,Radial Velocity,7 CMa b,735.1,
2330,2009,Radial Velocity,HD 164604 b,641.472,
2331,2023,Transit,TOI-4603 b,7.24599,11.68
2332,2021,Transit,TOI-1296 b,3.9443736,14.116
2333,2023,Transit,TOI-4582 b,31.034,10.536
2334,2017,Imaging,Luhman 16 b,9697.0,
2335,2023,Transit,TOI-1680 b,4.8026345,1.466
2336,2022,Radial Velocity,HD 113337 c,5429.93477,
2337,2023,Radial Velocity,HD 74698 b,15.017,
2338,2021,Transit,TOI-2285 b,27.26955,1.74
2339,2000,Radial Velocity,HD 169830 b,225.67372,
2340,2023,Radial Velocity,HD 167677 b,1820.0,
2341,2023,Radial Velocity,HD 165131 b,2342.6,
2342,2022,Radial Velocity,HD 114082 b,109.75,11.209
2343,2023,Radial Velocity,HD 135625 b,4055.0,
2344,2023,Radial Velocity,HD 185283 b,4060.0,
2345,2022,Radial Velocity,HD 16905 b,10256.0,
2346,2010,Radial Velocity,HD 28254 b,1333.0,
2347,2018,Radial Velocity,HD 114783 c,4352.0,
2348,2002,Radial Velocity,HD 196050 b,1392.0,
2349,2019,Radial Velocity,HD 221420 b,10066.0,
2350,2009,Radial Velocity,HIP 70849 b,3649.0,
2351,2023,Microlensing,KMT-2021-BLG-2010L b,,
2352,2023,Microlensing,KMT-2022-BLG-1013L b,,
2353,2023,Radial Velocity,GJ 9404 b,13.4586,
2354,2020,Radial Velocity,HIP 38594 c,3477.768,
2355,2024,Transit,TOI-5720 b,1.4344555,1.09
2356,2024,Transit,TOI-6008 b,0.8574347,1.03
2357,2024,Transit,TOI-6086 b,1.3888725,1.18
2358,2021,Transit,HD 152843 c,24.38,5.83
2359,2022,Transit,TOI-2184 b,6.90683,11.4
2360,2021,Radial Velocity,HD 5278 c,40.87,
2361,2023,Transit,TOI-4184 b,4.9019804,2.43
2362,2023,Microlensing,KMT-2019-BLG-0335L b,,
2363,2014,Radial Velocity,HD 14067 b,2744.0,
2364,2023,Radial Velocity,HD 36384 b,490.0,
2365,2024,Transit,TOI-815 b,11.197259,2.94
2366,2023,Transit,HD 6061 b,5.2549,2.428
2367,2023,Transit,TIC 279401253 c,155.3,
2368,2024,Radial Velocity,TIC 139270665 c,1010.0,
2369,2020,Transit,TIC 237913194 b,15.168865,12.52
2370,2024,Transit,TIC 241249530 b,165.7719,13.294
2371,2021,Transit,TOI-1634 b,0.9893455,1.773
2372,2021,Transit,NGTS-18 b,3.05125,13.563
2373,2024,Transit,TOI-2266 b,2.326318,1.54
2374,2023,Imaging,HIP 81208 C b,104100.0,
2375,2023,Radial Velocity,HN Lib b,36.116,
2376,2020,Radial Velocity,HD 158259 c,3.432,
2377,2021,Transit,TOI-559 b,6.9839095,12.229
2378,2024,Transit,TOI-2019 b,15.3444,5.333
2379,2015,Radial Velocity,psi1 Dra B b,3117.0,
2380,2023,Transit,WASP-193 b,6.2463345,16.41
2381,2024,Transit,TOI-1823 b,38.8,7.541
2382,2024,Pulsar Timing,M62H b,0.13293503,
2383,2016,Transit,K2-57 b,9.0073,2.309
2384,2024,Transit,TOI-128.01,4.9404681,2.219
2385,2024,Transit,TOI-261.01,3.3639254,3.045
2386,2014,Transit,WASP-70 A b,3.7130203,13.047
2387,2021,Transit Timing Variations,TOI-2202 c,24.6744,
2388,2021,Transit,HATS-74 A b,1.73185606,11.568
2389,2020,Transit,WASP-150 b,5.644207,11.994
2390,2019,Radial Velocity,GJ 357 d,55.661,
2391,2007,Transit,WASP-3 b,1.84683,15.917
2392,2010,Transit,XO-4 b,4.12508,14.011
2393,2021,Transit,TOI-1478 b,10.180249,11.882
2394,2014,Transit,HATS-4 b,2.516729,11.433
2395,2024,Transit,TOI-1806.01,15.1454693,3.41
2396,2019,Transit,HAT-P-69 b,4.7869491,18.786
2397,2014,Radial Velocity,HAT-P-44 c,872.2,
2398,2018,Transit,WASP-174 b,4.2337005,16.107
2399,2010,Transit,WASP-37 b,3.577469,13.002
2400,2024,Transit,TOI-4443.01,1.8498567,1.719
2401,2024,Transit,TOI-4495.01,5.1830043,3.63
2402,2020,Transit,TOI-1338 b,95.4001,7.661
2403,2023,Radial Velocity,TOI-1338 c,215.79,
2404,2018,Transit,WASP-170 b,2.34478022,12.285
2405,2020,Transit,TOI-481 b,10.33111,11.097
2406,2024,Transit,TOI-4153 b,4.6174141,16.119
2407,2024,Transit,TOI-5301 b,5.858858,13.092
2408,2022,Radial Velocity,HIP 19976 b,50.65905,
2409,2020,Transit,TOI-1235 b,3.444714,1.69
2410,2023,Radial Velocity,GJ 1151 c,389.7,
2411,2023,Transit,TOI-2134 c,95.5,7.27
2412,2002,Radial Velocity,HD 216437 b,1359.0,
2413,2009,Radial Velocity,HD 215497 c,566.0,
2414,2022,Radial Velocity,HD 151450 c,18144.76236,
2415,2022,Radial Velocity,HD 153557 c,15.27018,
2416,2022,Radial Velocity,HD 155918 c,17202.19446,
2417,2011,Radial Velocity,HD 156279 b,133.40355,
2418,2018,Radial Velocity,HD 156279 c,4818.25358,
2419,2000,Radial Velocity,HD 168443 c,1753.1096,
2420,2021,Radial Velocity,HIP 90988 b,455.73816,
2421,2022,Radial Velocity,HD 18143 c,28982.41764,
2422,2022,Radial Velocity,HD 199509 b,99.62167,
2423,2022,Radial Velocity,HD 205158 b,25.33798,
2424,2022,Radial Velocity,HD 213519 b,11.12214,
2425,2022,Radial Velocity,HD 25912 c,26308.65619,
2426,2005,Radial Velocity,HD 27894 b,18.01939,
2427,2001,Radial Velocity,HD 28185 b,385.52775,
2428,2022,Radial Velocity,HD 28192 b,14.23283,
2429,2000,Radial Velocity,HD 38529 b,14.3099,
2430,2016,Radial Velocity,HD 72892 b,39.44603,
2431,2003,Radial Velocity,HD 74156 c,2448.48726,
2432,2022,Radial Velocity,GJ 2030 c,25533.11353,
2433,2010,Radial Velocity,GJ 676 A b,1051.44521,
2434,2016,Radial Velocity,GJ 676 A c,13921.42302,
2435,2022,Radial Velocity,HD 115404 A c,15319.22517,
2436,2018,Radial Velocity,Gl 686 b,15.53,
2437,2023,Radial Velocity,HD 89839 b,3441.0,
2438,2012,Radial Velocity,HD 196067 b,3638.0,
2439,2023,Radial Velocity,HD 108202 b,2990.0,
2440,2017,Transit,WASP-105 b,7.87288,10.761
2441,2012,Transit,WASP-72 b,2.21673,14.46
2442,2016,Transit,WASP-123 b,2.9776412,14.773
2443,2015,Radial Velocity,HD 219134 b,3.092926,1.602
2444,2016,Transit,KELT-15 b,3.32944,19.504
2445,2021,Transit,TOI-201 b,52.97818,11.299
2446,2015,Radial Velocity,WASP-41 c,421.0,
2447,2010,Transit,WASP-21 b,4.322482,11.99
2448,2018,Transit,WASP-159 b,3.840401,15.468
2449,2017,Transit,KELT-16 b,0.9689951,15.861
2450,2020,Transit,TOI-157 b,2.0845435,14.415
2451,2016,Radial Velocity,HD 111998 b,810.0,
2452,2016,Transit,HAT-P-66 b,2.972086,17.822
2453,2014,Transit,WASP-88 b,4.954,16.365
2454,2010,Transit,WASP-24 b,2.34121,15.468
2455,2016,Transit,KELT-10 b,4.1662739,15.681
